"report_name","report_url","report_source"
"Economic Impact of the Film Industry in New York State - 2017 & 2018","https://esd.ny.gov/esd-media-center/reports/camoin-nys-film-report-2017-18","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Independent Review of the Empire State Film Production and Post-Production Credit Programs – 2017 & 2018","https://esd.ny.gov/esd-media-center/reports/financial-operational-review-esd-film-credit-2017-18","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Linked Deposit 2018 Annual Report","https://esd.ny.gov/esd-media-center/reports/linked-deposit-2018-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Empire State Development Quarterly Status Reports: 2018-2019","https://esd.ny.gov/esd-media-center/reports/esd-quarterly-status-reports-2018-2019","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Key Budgetary Changes Affecting Small Businesses – FY 17-18 to FY 18-19","https://esd.ny.gov/esd-media-center/reports/key-budgetary-changes-affecting-small-businesses-2018-2019","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Entrepreneurial Assistance Program Annual Report: 2017-18","https://esd.ny.gov/esd-media-center/reports/eap-report-2017-18","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Empire State Development: Annual Report 2018","https://esd.ny.gov/esd-media-center/reports/esd-annual-report-2018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"ESD 2017 Annual Jobs Report","https://esd.ny.gov/esd-media-center/reports/esd-2017-annual-jobs-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=12"
"Excelsior Jobs Program Quarterly Report: 6/30/2018","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-63018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Empire State Jobs Retention Program Quarterly Report: 6/30/2018","https://esd.ny.gov/esd-media-center/reports/jobs-retention-program-63018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Empire State Jobs Retention Program - Quarterly Report: 3/31/2018","https://esd.ny.gov/esd-media-center/reports/jobs-retention-program-3312018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Division of Minority and Women's Business Development Annual Report 2018","https://esd.ny.gov/esd-media-center/reports/division-minority-and-womens-business-development-annual-report-2018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"ESD Annual Program Report: 2017-2018","https://esd.ny.gov/esd-media-center/reports/esd-annual-program-report-2017-2018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Key Regulatory Changes Affecting Small Businesses — July 1, 2017 through June 30, 2018","https://esd.ny.gov/esd-media-center/reports/2018-small-business-reg-changes","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"2018 Annual Report on the State of Small Businesses","https://esd.ny.gov/esd-media-center/reports/2018-annual-report-state-small-businesses","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Entrepreneurial Assistance Program Annual Report: 2016-17","https://esd.ny.gov/esd-media-center/reports/entrepreneurial-assistance-program-annual-report-2016-17","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Excelsior Jobs Program Quarterly Report: 3/31/2018","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-3312018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Empire State Development Quarterly Status Reports: 2017-2018","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2017-2018","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=13"
"Life Sciences Laboratory Initiative: Wadsworth Future State Report","https://esd.ny.gov/esd-media-center/reports/life-sciences-laboratory-initiative-wadsworth-future-state-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Film Tax Credit 2017 Quarterly Reports","https://esd.ny.gov/esd-media-center/reports/film-tax-credit-2017-quarterly-reports","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Commercial Production Tax Credit Program Annual Report: 2016","https://esd.ny.gov/esd-media-center/reports/commercial-production-tax-credit-program-annual-report-2016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"2017 Annual Report on the State of Small Businesses","https://esd.ny.gov/esd-media-center/reports/2017-state-of-small-businesses","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Empire State Development: Annual Report 2017","https://esd.ny.gov/esd-media-center/reports/esd-annual-report-2017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Musical and Theatrical Tax Credit Annual Report: 2017","https://esd.ny.gov/esd-media-center/reports/musical-and-theatrical-tax-credit-annual-report-2017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Excelsior Jobs Program Quarterly Report: 12/31/2017","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-12312017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Empire State Jobs Retention Program - Quarterly Report: 12/31/2017","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-123117","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"2017 I Love New York Hospitality Suite Report","https://esd.ny.gov/sites/default/files/news-articles/2017-ILNY-Hospitality-Suite-Report.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Annual Report on Jobs Created and Retained – 2016","https://esd.ny.gov/esd-media-center/reports/annual-report-jobs-created-and-retained-%E2%80%93-2016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=14"
"Empire State Jobs Retention Program - Quarterly Report: 9/30/2017","https://esd.ny.gov/esd-media-center/reports/jobs-retention-program-9302017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Excelsior Jobs Program Quarterly Report: 9/30/2017","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-9302017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Division of Minority and Women's Business Development Annual Report 2017","https://esd.ny.gov/esd-media-center/reports/division-minority-and-womens-business-development-annual-report-2017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Linked Deposit 2017 Annual Report","https://esd.ny.gov/esd-media-center/reports/linked-deposit-2017-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Excelsior Jobs Program Quarterly Report: 6/30/2017","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-6302017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Empire State Jobs Retention Program - Quarterly Report: 6/30/2017","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-6302017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Downtown Albany Planning and Feasibility Study","https://esd.ny.gov/esd-media-center/reports/downtown-albany-planning-and-feasibility-study","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Commercial Production Tax Credit Program Annual Report: 2015","https://esd.ny.gov/esd-media-center/reports/commercial-production-tax-credit-program-annual-report-2015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"NYS EAP Annual Report 2015-2016","https://esd.ny.gov/esd-media-center/reports/nys-eap-annual-report-2015-2016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Empire State Development Annual Program Report: 2016-2017","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2016-2017-0","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=15"
"Empire State Development Quarterly Status Reports: 2016-2017","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2016-2017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"2016 START-UP NY Report","https://esd.ny.gov/esd-media-center/reports/2016-start-ny-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Excelsior Jobs Program - Quarterly Report: 3/31/2017","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-3312017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Empire State Jobs Retention Program - Quarterly Report: 3/31/2017","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-3312017","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Empire State Jobs Retention Program - Quarterly Report: 12/31/2016","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-12312016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Excelsior Jobs Program - Quarterly Report: 12/31/2016","https://esd.ny.gov/esd-media-center/reports/excelsior-jobs-program-quarterly-report-12312016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Musical and Theatrical Tax Credit Annual Report: 2015 & 2016","https://esd.ny.gov/esd-media-center/reports/musical-theatrical-tax-credit-report-2015-16","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"NYSTAR 2016 Annual Report","https://esd.ny.gov/esd-media-center/reports/nystar-2016-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Independent Review of the Empire State Film Production and Post-Production Credit Programs – 2015 & 2016","https://esd.ny.gov/esd-media-center/reports/financial-operational-review-esd-film-credit-2015-16","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"Economic Impact of the Film Industry in New York State - 2015 & 2016","https://esd.ny.gov/esd-media-center/reports/camoin-nys-film-report-2015-16","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=16"
"JDA Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2016-2017","https://esd.ny.gov/esd-media-center/reports/jda-annual-paris-report-fy-16-17","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"New York State Urban Development Corporation Budget and Financial Plan Report for Fiscal Year ending 03/31/2018","https://esd.ny.gov/sites/default/files/news-articles/ESDUDCBudgetandFinPlan2018.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"Job Development Authority Budget and Financial Plan Report for Fiscal Year ending 03/31/2018","https://esd.ny.gov/sites/default/files/news-articles/JDABudgetandFinPlan2018.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"JDA - Code of Conduct","https://cdn.esd.ny.gov/CorporateInformation/Data/JDA/JDACodeOfConduct.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"Annual Report on Jobs Created and Retained - 2015","https://esd.ny.gov/esd-media-center/reports/annual-report-jobs-created-and-retained-2015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"Empire State Jobs Retention Program Quarterly Report: 9/30/2016","https://esd.ny.gov/empire-state-jobs-retention-program-quarterly-report-9302016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"09/30/2016: EXCELSIOR JOBS PROGRAM - Quarterly Report","https://esd.ny.gov/09302016-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"2016 Annual Report on the State of Small Businesses","https://esd.ny.gov/esd-media-center/reports/2016-annual-report-state-small-businesses","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"Empire State Jobs Retention Program Quarterly Report: 6/30/2016","https://esd.ny.gov/empire-state-jobs-retention-program-quarterly-report-6302016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"06/30/2016: EXCELSIOR JOBS PROGRAM - Quarterly Report","https://esd.ny.gov/06302016-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=17"
"Empire State Development Annual Program Report: 2015-2016","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2015-2016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"Empire State Development Quarterly Status Reports: 2015-2016","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2015-2016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"Film Tax Credit 2016 Quarterly Reports","https://esd.ny.gov/film-tax-credit-2016-quarterly-reports","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"03/31/2016: EXCELSIOR JOBS PROGRAM - Quarterly Report","https://esd.ny.gov/03312016-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"Empire State Jobs Retention Program Quarterly Report: 03/31/2016","https://esd.ny.gov/empire-state-jobs-retention-program-quarterly-report-03312016","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2015-2016","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-15-16","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"Key Budgetary Changes Affecting Small Businesses - FY 15-16 to FY16-17","https://esd.ny.gov/esd-media-center/Key%20Budgetary%20Changes%20Affecting%20Small%20Businesses%20-%20FY%2015-16%20to%20FY16-17","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"2015 I Love New York Hospitality Suite Usage Report","https://cdn.esd.ny.gov/corporateinformation/data/ILNY_HospitalitySuiteReport2015.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"Linked Deposit 2016 Annual Report","https://cdn.esd.ny.gov/businessprograms/Data/LinkedDeposit/LDP_2016_AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"Division of Minority and Women's Business Development Annual Report 2016","https://cdn.esd.ny.gov/mwbe/Data/2016AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=18"
"12/31/2015: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/12312015-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Empire State Jobs Retention Program Quarterly Report: 12/31/2015","https://esd.ny.gov/empire-state-jobs-retention-program-quarterly-report-12312015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Empire State Development Annual Program Report: 2014-2015","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2014-2015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Annual Report on Jobs Created and Retained - 2014","https://esd.ny.gov/esd-media-center/reports/annual-report-jobs-created-and-retained-2014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"09/30/2015: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/09302015-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Empire State Jobs Retention Program Quarterly Report: 9/30/2015","https://esd.ny.gov/empire-state-jobs-retention-program-quarterly-report-9302015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Key Regulatory Changes Affecting Small Businesses - July 2015 -June 2016","https://cdn.esd.ny.gov/smallbusiness/Data/2016RegulatoryChangesAffectingSmallBusinesses.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Empire State Jobs Retention Program - Quarterly Report: 6/30/2015","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-6302015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"06/30/2015: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/06302015-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"I Love NY Hospitality Suite Usage Report: 2015","https://esd.ny.gov/esd-media-center/reports/i-love-ny-hospitality-suite-usage-report-2015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=19"
"Empire State Development Quarterly Status Reports: 2014-2015","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2014-2015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"Open For Business Marketing Russell Research Report","https://cdn.esd.ny.gov/Reports/14_15_OpenForBusiness_Marketing_RussellResearchReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"2014 START-UP NY Annual Report","https://cdn.esd.ny.gov/Reports/2014_STARTUPNY_REPORT.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"Empire State Jobs Retention Program - Quarterly Report: 3/31/2015","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-3312015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"Film Tax Credit 2015 Quarterly Reports","https://esd.ny.gov/film-tax-credit-2015-quarterly-reports","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"03/31/2015: EXCELSIOR JOBS PROGRAM - Quarterly Report","https://esd.ny.gov/03312015-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"New York State Film Production Tax Credit Program 2013-2014 Report - Toski","https://cdn.esd.ny.gov/Reports/IndependentReviewofESDFilmCreditFinal.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"Economic Impact of the Film Industry in New York State - 2013-2014","https://esd.ny.gov/esd-media-center/reports/camoin-nys-film-report-2013-14","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"JDA Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2014-2015","https://esd.ny.gov/esd-media-center/reports/jda-annual-paris-report-fy-14-15","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"New York State Tourism Economics 2015","https://cdn.esd.ny.gov/Reports/NYS_Tourism_Impact_2015.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=20"
"2015 Business Incentives Report","https://cdn.esd.ny.gov/Reports/2015_ESD_Business_Incentives_Report.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"2015 Business Incentives Report","https://esd.ny.gov/sites/default/files/news-articles/2015_ESD_Business_Incentives_Report_0.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"START-UP NY Approved Campuses and Tax Free Areas","https://cdn.esd.ny.gov/Reports/START-UPNYReport2015ApprovedCampusesTFAs.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"Key Budgetary Changes Affecting Small Businesses - FY 14-15 to FY15-16","https://esd.ny.gov/sites/default/files/news-articles/2014BudgetaryChangesAffectingSmallBusinesses.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"Key Legislative Changes Affecting Small Businesses - 2015 Legislative Session","https://cdn.esd.ny.gov/smallbusiness/Data/2015_LegislativeChangesAffectingSmallBusinesses.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"2014 I Love New York Hospitality Suite Usage Report","https://cdn.esd.ny.gov/corporateinformation/data/ILNY_HospitalitySuiteReport2014.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"Linked Deposit 2015 Annual Report","https://cdn.esd.ny.gov/businessprograms/Data/LinkedDeposit/LDP2015AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"Division of Minority and Women's Business Development Annual Report 2015","https://cdn.esd.ny.gov/mwbe/Data/2015AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"Economic Transformation and Facility Redevelopment Program Report: 2015","https://esd.ny.gov/esd-media-center/reports/economic-transformation-and-facility-redevelopment-program-report-2015","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"Empire State Jobs Retention Program - Quarterly Report: 12/31/2014","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-12312014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=21"
"12/31/2014: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/12312014-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Atlantic Yards Community Development Corporation","https://esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/AtlanticYardsCommunityDevelopmentCorporation_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Atlantic Yards Community Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/AtlanticYardsCommunityDevelopmentCorporation_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Upstate Empire State Development","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/UpstateESDC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"USA Niagara Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/USAN_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Empire State New Market Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/ESNMC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Erie Canal Harbor Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/ECHDC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Erie County Stadium Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/ErieCountyStadiumCorporation_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Harriman Research and Technology Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/HarrimanResearchandTechnologyDevelopmentCorporation_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Lower Manhattan Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/LMDC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=22"
"Moynihan Station Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/MSDC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"New York Convention Center Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/NYCCDC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"New York Empowerment Zone Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/NewYorkEmpowermentZoneCorporation_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"Queens West Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/QueensWestDevelopmentCorporation_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"Quarterly Status Report - Fiscal Year 2014 - 2015, 2nd Quarter","https://cdn.esd.ny.gov/Reports/FY14_15QuarterlyStatusReport2ndQuarter.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"Annual Report on Jobs Created and Retained - 2013","https://esd.ny.gov/esd-media-center/reports/annual-report-jobs-created-and-retained-2013","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"NYS EAP Annual Report 2013-2014","https://esd.ny.gov/esd-media-center/reports/nys-eap-annual-report-2013-2014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"Empire State Jobs Retention Program - Quarterly Report: 9/30/2014","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-9302014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"09/30/2014: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/09302014-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"Key Regulatory Changes Affecting Small Businesses - July 2014 - June 2015","https://cdn.esd.ny.gov/smallbusiness/Data/2015_RegulatoryChangesAffectingSmallBusinesses.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=23"
"Empire State Jobs Retention Program - Quarterly Report: 6/30/2014","https://esd.ny.gov/esd-media-center/reports/empire-state-jobs-retention-program-quarterly-report-6302014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=24"
"06/30/2014: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/06302014-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=24"
"I Love NY Hospitality Suite Usage Report: 2014","https://esd.ny.gov/esd-media-center/reports/i-love-ny-hospitality-suite-usage-report-2014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=24"
"Empire State Development Quarterly Status Reports: 2013-2014","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2013-2014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=24"
"Empire State Jobs Retention Program Quarterly Report: 3/31/2014","https://esd.ny.gov/empire-state-jobs-retention-program-quarterly-report-3312014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=24"
